customer_id,first_name,last_name,gender,birth_date,age,age_group,email,phone,address_id,preferences
4615,Angela,Rivas,Female,1962-10-04,64,51-65,angela.rivas@yahoo.com,001-226-807-4688x53921,2956,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
4616,Kimberly,Wade,Female,1975-09-03,51,36-50,kimberly.wade@hotmail.com,528.620.0068,4783,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
4617,Carl,Villanueva,Male,1956-01-04,70,65+,carl.villanueva@hotmail.com,001-307-226-5326x9565,4729,"{'preferred_categories': {'Groceries': 5, 'Books': 5, 'Home & Kitchen': 4, 'Beauty & Health': 2}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4618,Alexander,Stewart,Male,2002-07-31,24,18-25,alexander.stewart@gmail.com,733.816.2665,4303,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
4619,Alejandra,Hubbard,Female,1984-12-28,42,36-50,alejandra.hubbard@hotmail.com,450.909.5715x300,5115,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
4620,Pamela,Bennett,Female,1958-07-21,68,65+,pamela.bennett@yahoo.com,+1-928-257-1537x768,3752,"{'preferred_categories': {'Groceries': 5, 'Books': 5, 'Home & Kitchen': 4, 'Beauty & Health': 2}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4621,Sophia,Friedman,Female,1978-07-10,48,36-50,sophia.friedman@gmail.com,479.490.5138,2190,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4622,Shelby,Soto,Female,1965-04-12,61,51-65,shelby.soto@hotmail.com,733.716.6592,2603,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4623,Jonathan,Burton,Male,2007-06-06,19,18-25,jonathan.burton@yahoo.com,001-627-670-1751x8801,5099,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4624,Maria,Griffin,Female,2006-10-23,20,18-25,maria.griffin@yahoo.com,001-817-421-3108,4535,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4625,Catherine,Hernandez,Female,1995-05-20,31,26-35,catherine.hernandez@yahoo.com,001-870-756-7712x530,2376,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
4626,Lance,Paul,Male,1960-12-10,66,65+,lance.paul@hotmail.com,+1-510-566-7124x970,1722,"{'preferred_categories': {'Groceries': 5, 'Books': 5, 'Home & Kitchen': 4, 'Beauty & Health': 2}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': True}"
4627,Margaret,Odonnell,Female,1998-04-27,28,26-35,margaret.odonnell@yahoo.com,241-356-8976x4292,4419,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4628,James,Garrett,Male,1974-07-29,52,51-65,james.garrett@hotmail.com,001-668-440-1281x0595,5107,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
4629,Shannon,Gaines,Female,1988-06-19,38,36-50,shannon.gaines@hotmail.com,(859)830-1793,2840,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4630,Kathryn,Ward,Female,2000-05-23,26,26-35,kathryn.ward@hotmail.com,(786)533-0168,3344,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4631,Cathy,Ortega,Female,1996-07-10,30,26-35,cathy.ortega@gmail.com,483.715.3416x491,3555,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
4632,Sharon,Castillo,Female,1990-06-18,36,26-35,sharon.castillo@gmail.com,977.830.9897x6936,914,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4633,Jason,Moore,Male,1981-05-15,45,36-50,jason.moore@yahoo.com,554.620.3944,538,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4634,Jamie,Lawson,Female,1983-07-15,43,36-50,jamie.lawson@yahoo.com,960.383.3567x2900,4354,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4635,Chelsea,Rose,Female,1998-11-25,28,26-35,chelsea.rose@hotmail.com,286-943-3945,1348,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4636,Ellen,Clark,Female,1987-06-28,39,36-50,ellen.clark@yahoo.com,(719)985-6286x4678,3143,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4637,Meredith,Ford,Female,1987-12-17,39,36-50,meredith.ford@gmail.com,+1-433-719-7377,2730,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
4638,Lorraine,Rodriguez,Female,1990-02-08,36,36-50,lorraine.rodriguez@hotmail.com,262-813-4966,4012,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4639,Mark,Delacruz,Male,1976-07-20,50,36-50,mark.delacruz@gmail.com,726-762-1753x725,1060,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': True}"
4640,Kathryn,Pruitt,Female,2007-02-03,19,18-25,kathryn.pruitt@hotmail.com,401-644-8829,1514,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4641,Erica,Baker,Female,1979-02-19,47,36-50,erica.baker@yahoo.com,715.342.1132x3402,2963,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4642,Cody,Morris,Male,1981-03-23,45,36-50,cody.morris@yahoo.com,672.425.6428,4984,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4643,Vickie,Kim,Female,1962-08-05,64,51-65,vickie.kim@gmail.com,5769202298,843,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4644,Erika,Fischer,Female,1998-08-12,28,26-35,erika.fischer@yahoo.com,6247671943,2928,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
4645,Nichole,Thomas,Female,1991-05-30,35,26-35,nichole.thomas@hotmail.com,299-313-8547x13731,747,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': True}"
4646,Kerry,Wilson,Male,1971-02-24,55,51-65,kerry.wilson@hotmail.com,388-718-5842x029,5057,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
4647,Brittany,Hernandez,Female,2004-12-14,22,18-25,brittany.hernandez@yahoo.com,764-427-4237x043,3793,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4648,Brandon,Jimenez,Male,1987-01-22,39,36-50,brandon.jimenez@yahoo.com,7415400399,3137,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4649,Kristopher,Lindsey,Male,1975-06-03,51,36-50,kristopher.lindsey@gmail.com,+1-636-654-2270x86815,5090,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4650,Mariah,Smith,Female,1998-05-28,28,26-35,mariah.smith@hotmail.com,465-788-5041x0064,4175,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
4651,Jorge,Roy,Male,1977-05-10,49,36-50,jorge.roy@gmail.com,248.755.3887,1106,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4652,David,Hicks,Male,1978-01-09,48,36-50,david.hicks@gmail.com,(807)264-6724x68361,2481,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4653,Mary,Smith,Female,1971-11-24,55,51-65,mary.smith@yahoo.com,(513)685-1861,617,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
4654,Michael,Henry,Male,1992-08-18,34,26-35,michael.henry@gmail.com,001-665-416-6805,3732,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4655,Walter,Johnson,Male,2008-03-26,18,18-25,walter.johnson@yahoo.com,+1-559-963-4358x5890,4136,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
4656,Thomas,Nelson,Male,1997-06-13,29,26-35,thomas.nelson@hotmail.com,001-270-386-6431,4297,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4657,Diana,Pittman,Female,1997-11-27,29,26-35,diana.pittman@yahoo.com,+1-368-865-9666x54913,5260,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': True}"
4658,Samuel,Lloyd,Male,1997-01-15,29,26-35,samuel.lloyd@gmail.com,454.270.0987,2471,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4659,Alejandro,Hanson,Male,1986-09-28,40,36-50,alejandro.hanson@gmail.com,+1-379-592-8943x7227,5126,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4660,Mary,Pittman,Female,2008-10-13,18,18-25,mary.pittman@gmail.com,001-801-713-2887x2173,938,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
4661,Leslie,Lopez,Female,2005-06-22,21,18-25,leslie.lopez@gmail.com,513-441-5125x2588,1370,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4662,Jeffrey,Coffey,Male,1997-01-20,29,26-35,jeffrey.coffey@yahoo.com,6035258708,2862,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4663,Michael,Gonzalez,Male,1940-04-26,86,65+,michael.gonzalez@yahoo.com,+1-902-660-8364x0497,1851,"{'preferred_categories': {'Groceries': 5, 'Books': 5, 'Home & Kitchen': 4, 'Beauty & Health': 2}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
4664,Tracey,Fisher,Female,1974-05-02,52,51-65,tracey.fisher@hotmail.com,001-893-499-3572x68292,4609,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
4665,Erika,Campbell,Female,2006-11-10,20,18-25,erika.campbell@gmail.com,481.251.0742,608,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4666,Aimee,Yates,Female,1990-02-20,36,26-35,aimee.yates@gmail.com,+1-211-659-8819,4725,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
4667,Gabriela,Rodriguez,Female,1959-10-20,67,65+,gabriela.rodriguez@gmail.com,538-837-3890,4031,"{'preferred_categories': {'Groceries': 5, 'Books': 5, 'Home & Kitchen': 4, 'Beauty & Health': 2}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4668,Michael,Cole,Male,1983-08-28,43,36-50,michael.cole@yahoo.com,(605)358-8953x2643,4714,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4669,Ronald,Mcguire,Male,2007-08-18,19,18-25,ronald.mcguire@gmail.com,(622)884-8635,2937,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
4670,Bryce,Guerrero,Male,1981-08-31,45,36-50,bryce.guerrero@yahoo.com,521.405.5752x3832,3292,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4671,John,Ford,Male,1992-07-02,34,26-35,john.ford@gmail.com,665.800.1284x69910,459,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
4672,Shelly,Fernandez,Female,1983-09-30,43,36-50,shelly.fernandez@hotmail.com,575-900-8254,1199,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4673,Todd,Adkins,Male,1980-02-09,46,36-50,todd.adkins@yahoo.com,944.568.5605x94565,561,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
4674,James,Cruz,Male,2006-05-23,20,18-25,james.cruz@yahoo.com,001-859-830-5754x8482,4851,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': True}"
4675,Eric,Coffey,Male,1995-02-05,31,26-35,eric.coffey@gmail.com,+1-488-699-3764x7496,3190,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4676,Jared,Meyer,Male,2000-03-08,26,26-35,jared.meyer@gmail.com,798-325-4472x17678,3792,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4677,Anna,Hays,Female,1985-10-06,41,36-50,anna.hays@yahoo.com,(462)303-1908,3672,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4678,Tracey,Rubio,Female,1996-10-18,30,26-35,tracey.rubio@yahoo.com,658.913.8304,876,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
4679,Melissa,Miller,Female,2006-06-19,20,18-25,melissa.miller@hotmail.com,+1-627-481-1627x4187,3778,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': True}"
4680,Antonio,Drake,Male,1972-01-31,54,51-65,antonio.drake@gmail.com,001-786-883-3909x546,4341,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4681,Kristina,Green,Female,2000-02-24,26,18-25,kristina.green@hotmail.com,301.217.2263x152,2230,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': True}"
4682,Charlene,Taylor,Female,1972-05-26,54,51-65,charlene.taylor@hotmail.com,501.371.8102x5696,2141,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4683,Tina,Strickland,Female,2000-01-05,26,18-25,tina.strickland@gmail.com,(652)355-4691x65358,4455,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
4684,Bethany,Lewis,Female,2000-06-02,26,18-25,bethany.lewis@yahoo.com,418.479.8303x50522,4840,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4685,Allison,Mills,Female,2003-07-16,23,18-25,allison.mills@yahoo.com,603.531.5860x898,2662,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4686,Lorraine,Mcdonald,Female,1992-06-18,34,26-35,lorraine.mcdonald@yahoo.com,(450)307-6262x79838,2708,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4687,James,Arnold,Male,2008-12-01,18,18-25,james.arnold@gmail.com,001-714-970-8632x27785,2723,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4688,Tara,Adams,Female,1993-04-20,33,26-35,tara.adams@hotmail.com,576.372.3794,2128,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
4689,Brittany,Prince,Female,2000-02-12,26,26-35,brittany.prince@gmail.com,+1-980-287-3831x151,4363,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4690,Chad,Fuller,Male,1985-01-15,41,36-50,chad.fuller@yahoo.com,001-966-511-6115x525,614,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
4691,Jamie,Rodriguez,Female,1978-07-20,48,36-50,jamie.rodriguez@hotmail.com,288-754-0466,5001,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4692,Juan,Torres,Male,1999-06-29,27,26-35,juan.torres@gmail.com,+1-265-644-2634x952,1184,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4693,Brandon,Flores,Male,1970-02-27,56,51-65,brandon.flores@yahoo.com,744-332-1880x54052,519,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
4694,William,Romero,Male,2001-11-28,25,18-25,william.romero@hotmail.com,804.383.9003x67613,4715,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
4695,Samantha,Harper,Female,2006-10-14,20,18-25,samantha.harper@yahoo.com,464-589-5211,2267,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
4696,Megan,Ford,Female,2000-03-29,26,26-35,megan.ford@yahoo.com,714-256-6603x181,2422,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
4697,Sandra,Lewis,Female,1979-05-08,47,36-50,sandra.lewis@hotmail.com,001-717-476-7506,2750,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
